,Fold0,Fold1,Fold2,Fold3,Fold4,Fold5,Fold6,Fold7,Fold8,Fold9
0,0.3488372093023256,0.32558139534883723,0.46511627906976744,0.4883720930232558,0.32558139534883723,0.4418604651162791,0.4186046511627907,0.4186046511627907,0.3488372093023256,0.4523809523809524
1,0.4418604651162791,0.3023255813953488,0.32558139534883723,0.37209302325581395,0.3953488372093023,0.5348837209302325,0.23255813953488372,0.27906976744186046,0.4186046511627907,0.5952380952380952
2,0.4186046511627907,0.5116279069767442,0.3953488372093023,0.3488372093023256,0.3953488372093023,0.4186046511627907,0.46511627906976744,0.4186046511627907,0.4418604651162791,0.38095238095238093
3,0.3953488372093023,0.3953488372093023,0.3488372093023256,0.23255813953488372,0.5116279069767442,0.3488372093023256,0.4883720930232558,0.4883720930232558,0.4186046511627907,0.35714285714285715
4,0.4883720930232558,0.4883720930232558,0.5116279069767442,0.5581395348837209,0.46511627906976744,0.3023255813953488,0.3488372093023256,0.3023255813953488,0.4186046511627907,0.42857142857142855
5,0.37209302325581395,0.37209302325581395,0.3023255813953488,0.46511627906976744,0.20930232558139536,0.4418604651162791,0.5581395348837209,0.5348837209302325,0.4883720930232558,0.42857142857142855
6,0.37209302325581395,0.3023255813953488,0.4186046511627907,0.5581395348837209,0.32558139534883723,0.5581395348837209,0.32558139534883723,0.3488372093023256,0.5813953488372093,0.47619047619047616
7,0.4186046511627907,0.4418604651162791,0.3023255813953488,0.32558139534883723,0.4418604651162791,0.46511627906976744,0.3953488372093023,0.46511627906976744,0.4186046511627907,0.47619047619047616
8,0.37209302325581395,0.3953488372093023,0.46511627906976744,0.4186046511627907,0.32558139534883723,0.5116279069767442,0.32558139534883723,0.5348837209302325,0.3488372093023256,0.38095238095238093
9,0.4186046511627907,0.46511627906976744,0.4418604651162791,0.4186046511627907,0.5813953488372093,0.27906976744186046,0.37209302325581395,0.4186046511627907,0.4418604651162791,0.5
