,Fold0,Fold1,Fold2,Fold3,Fold4,Fold5,Fold6,Fold7,Fold8,Fold9
0,0.6046511627906976,0.4418604651162791,0.5813953488372093,0.3488372093023256,0.3488372093023256,0.5116279069767442,0.4418604651162791,0.5581395348837209,0.46511627906976744,0.6190476190476191
1,0.6046511627906976,0.5116279069767442,0.46511627906976744,0.4883720930232558,0.5581395348837209,0.37209302325581395,0.5581395348837209,0.3953488372093023,0.5813953488372093,0.5714285714285714
2,0.5581395348837209,0.4418604651162791,0.5348837209302325,0.627906976744186,0.4186046511627907,0.5581395348837209,0.3953488372093023,0.5813953488372093,0.3488372093023256,0.5
3,0.4186046511627907,0.4883720930232558,0.46511627906976744,0.5348837209302325,0.5116279069767442,0.4186046511627907,0.5581395348837209,0.6046511627906976,0.5813953488372093,0.4523809523809524
4,0.5581395348837209,0.5813953488372093,0.6511627906976745,0.5348837209302325,0.37209302325581395,0.4418604651162791,0.5348837209302325,0.4883720930232558,0.3953488372093023,0.5
5,0.4186046511627907,0.5116279069767442,0.5581395348837209,0.4186046511627907,0.5348837209302325,0.6046511627906976,0.5581395348837209,0.6046511627906976,0.5116279069767442,0.5238095238095238
6,0.5581395348837209,0.46511627906976744,0.46511627906976744,0.4883720930232558,0.6046511627906976,0.6511627906976745,0.5348837209302325,0.5813953488372093,0.3953488372093023,0.5
7,0.6511627906976745,0.46511627906976744,0.5348837209302325,0.5116279069767442,0.32558139534883723,0.5813953488372093,0.5581395348837209,0.5116279069767442,0.5581395348837209,0.47619047619047616
8,0.6046511627906976,0.4883720930232558,0.5581395348837209,0.4883720930232558,0.627906976744186,0.4186046511627907,0.4418604651162791,0.4186046511627907,0.5581395348837209,0.5714285714285714
9,0.3488372093023256,0.5813953488372093,0.5116279069767442,0.46511627906976744,0.5116279069767442,0.46511627906976744,0.46511627906976744,0.4883720930232558,0.4883720930232558,0.47619047619047616
